item;user;valor
1;1;0.20373388905330572
3;1;0.22870893790028465
6;1;0.19517184310534705
47;1;0.21039154059469564
101;1;0.19455311433350456
50;1;0.18626987956258528
70;1;0.216303676247601
110;1;0.2152532981953499
151;1;0.2071478722454888
157;1;0.2026512837100026
163;1;0.21708430436702078
216;1;0.22391290955741205
223;1;0.20890434261994634
235;1;0.20792682032120263
231;1;0.2883644813295075
260;1;0.1955459134560288
333;1;0.2076267513928967
296;1;0.20912294050517347
349;1;0.21093711165636028
316;1;0.23715451465150494
356;1;0.19394148848570592
367;1;0.27230937741834105
362;1;0.20754889042954433
423;1;0.19682421960231433
441;1;0.19402373581739765
457;1;0.19400360130875405
480;1;0.21785312800625622
500;1;0.24182446554337095
527;1;0.2075254502167263
552;1;0.22370601823797856
543;1;0.2182946383458581
553;1;0.2067366327474685
590;1;0.2085959822464112
592;1;0.23211825248537377
593;1;0.19636184368184614
596;1;0.22349651708602655
608;1;0.19290529613266275
661;1;0.21641156495945388
673;1;0.26676464906893926
648;1;0.23250448597509235
733;1;0.22000897046901008
736;1;0.2552291223694391
780;1;0.25565074460555437
804;1;0.1919257437248977
919;1;0.21181458135104683
940;1;0.18518921283474918
923;1;0.19826482025194425
943;1;0.18318658464499643
954;1;0.18606548243437468
1023;1;0.19228759478998128
1009;1;0.19318989459621497
1024;1;0.18659532218019145
1025;1;0.1939142174355713
1030;1;0.20658209822970441
1029;1;0.20672280336022214
1031;1;0.20031521441220293
1032;1;0.21214703262920298
1049;1;0.19898897352735
1042;1;0.21568455300952458
1060;1;0.20444717331887796
1073;1;0.2080001641819184
1089;1;0.1854649039469634
1080;1;0.2127932476575011
1090;1;0.19705052655720817
1092;1;0.21919125786104593
1127;1;0.21608454672688737
1097;1;0.2271830846232875
1136;1;0.1970630167398597
1196;1;0.19161361370001184
1197;1;0.18694386309161692
1198;1;0.18648169490152927
1206;1;0.21082118761039956
1208;1;0.18803010207568155
1213;1;0.17618863098812607
1210;1;0.1965813325057008
1214;1;0.2085775785526334
1219;1;0.19310090264215812
1220;1;0.20516180073321624
1222;1;0.18970351125991494
1224;1;0.18566136089245608
1226;1;0.18778635722836626
1256;1;0.1968605243010156
1240;1;0.20199271543580252
1258;1;0.18667001761667054
1265;1;0.20061301159314507
1275;1;0.20595809209409427
1270;1;0.20040295119496532
1278;1;0.19522827952757954
1298;1;0.19521885396554062
1282;1;0.20519665486979022
1348;1;0.19097227851050205
1377;1;0.2395083620182167
1291;1;0.19011402792706558
1396;1;0.20017828823945907
1408;1;0.19349236943237277
1445;1;0.2056998390029765
1473;1;0.18298236603813667
1500;1;0.21128537648227252
1517;1;0.2213661801721838
1552;1;0.24509614595317109
1573;1;0.2347876276612127
1587;1;0.2194536486208425
1580;1;0.23837313587729472
1617;1;0.1916467621039523
1620;1;0.20260824860700785
1625;1;0.21535763990282125
1644;1;0.27013184163199927
1676;1;0.24190468884924013
1732;1;0.22240649652391709
1793;1;0.1827362760563746
1777;1;0.21155663016876142
1804;1;0.18977360374965063
1805;1;0.22267748926671177
1927;1;0.181842443549393
1920;1;0.2114273684184791
1954;1;0.20662875666884298
1967;1;0.19750128729388217
2000;1;0.20125529831606292
2005;1;0.20908575798292534
2012;1;0.230990850303192
2018;1;0.211415454319748
2033;1;0.1851857718743832
2046;1;0.20431697545589336
2028;1;0.19020807809794193
2048;1;0.18621653421526196
2058;1;0.21074303415156115
2054;1;0.2653987901616975
2078;1;0.19581252015964543
2090;1;0.19933006954859686
2093;1;0.19042797779692072
2094;1;0.21160036763200102
2096;1;0.19421193513631949
2099;1;0.18643862517834434
2105;1;0.20851190343427686
2115;1;0.21351234791374327
2116;1;0.20371194128483447
2137;1;0.19673956909144502
2139;1;0.1935017653459601
2141;1;0.2088208931718316
2161;1;0.20515404851795643
2143;1;0.19718348997004623
2174;1;0.22430146804203385
2193;1;0.21625378931761619
2268;1;0.19302712801791252
2253;1;0.2310539058414502
2273;1;0.21599408289727365
2291;1;0.1940198016547011
2338;1;0.24212501060148267
2329;1;0.17394739718803073
2353;1;0.21509093168336554
2366;1;0.19710245286663816
2389;1;0.21726061548301004
2387;1;0.19889444106935508
2395;1;0.22273667704670846
2406;1;0.2046596410263775
2427;1;0.22961933504622284
2414;1;0.18874361570898718
2450;1;0.23547090205433435
2459;1;0.2007358498429056
2478;1;0.2108428911528268
2470;1;0.2295356014966086
2492;1;0.19680617934157066
2502;1;0.1892619368193052
2529;1;0.19755782257171875
2528;1;0.20182351062240184
2542;1;0.19262061442791287
2596;1;0.186964719946382
2571;1;0.21142183197407713
2616;1;0.22303186475927222
2580;1;0.18848097882969977
2617;1;0.26369496342238913
2640;1;0.20452279558481998
2628;1;0.2864386157344388
2641;1;0.23283719113326867
2644;1;0.18842938805769716
2654;1;0.18715315706722188
2648;1;0.18650163650128815
2657;1;0.23396739560308177
2692;1;0.18276541627933465
2716;1;0.20821420680733388
2700;1;0.2078860502619128
2761;1;0.18661897734600522
2797;1;0.2083794587880013
2826;1;0.22072792324836435
2858;1;0.2123060090363482
2899;1;0.1909605368716686
2872;1;0.19763871325061882
2916;1;0.20645348536824146
2944;1;0.18190472033615418
2948;1;0.19111747982560845
2949;1;0.1895964637559577
2959;1;0.19224575403373792
2987;1;0.2205778028365183
2985;1;0.22769999486322431
2991;1;0.1897958096850861
2993;1;0.19408237311673035
2997;1;0.20042422059650108
3033;1;0.21131117849300252
3034;1;0.20291650958555094
3052;1;0.2161905314203297
3053;1;0.18502927517946594
3062;1;0.18145855795512814
3147;1;0.1827165628554541
