item;valor
1;0.21292374288605898
3;0.32360340981072144
50;0.18899701007789874
47;0.23203607358539968
101;0.27562250133981153
110;0.24003259878461278
151;0.26829920898950493
157;0.38326020532221067
163;0.2792425295177377
216;0.31966111814943493
223;0.2455597310852107
231;0.36647883434252015
235;0.24711647881432272
260;0.20609503446660377
296;0.22682431045161666
316;0.2501344241932392
333;0.2880205424528741
349;0.21677183730063304
356;0.19961979384274808
362;0.3059180586135094
367;0.314646769796845
423;0.20342136995235222
441;0.23614180277523902
457;0.19686727581845265
480;0.22808031090639463
500;0.2665946470736102
527;0.23100500692790665
543;0.3139423892144461
552;0.2604123180448845
553;0.2636984828873326
590;0.22422900740155413
592;0.225909721842968
593;0.20522080161054354
596;0.30621946172809067
608;0.2012941776987221
648;0.2548088050901292
661;0.29628174780497935
673;0.41678011032589135
733;0.24963818303570176
736;0.3156391806392818
780;0.28907315092543917
804;0.31849179661954813
919;0.26425325913391545
923;0.2396830988339997
940;0.24090602791485785
943;0.1546345554202798
954;0.21924462792640198
1009;0.23775812419312786
1023;0.2995771880921003
1024;0.2816715160878122
1025;0.22331815559052973
1029;0.2634125863057856
1030;0.2633728168448683
1031;0.2857933370947968
1032;0.28417762097514504
1042;0.276523468777099
1049;0.2929313607920551
1060;0.2970013187171712
1073;0.23776182331203893
1080;0.27250752488917557
1089;0.18771019877788264
1090;0.23529136079234395
1092;0.2542033116847567
1097;0.2841522143186213
1127;0.2661777640149519
1136;0.2178221179213875
1196;0.1997699592149403
1197;0.19222826354312633
1198;0.18884745680413484
1206;0.2531336742737273
1208;0.19745989729486974
1210;0.20932027476684592
1213;0.16079387824253716
1214;0.2377374191056133
1219;0.21174306465278514
1220;0.23925713344352748
1222;0.1987760902856686
1224;0.2041241452319315
1226;0.29965967090575757
1240;0.21804258508332827
1256;0.3011123472062783
1258;0.1867176117750154
1265;0.2154694862776906
1270;0.2165631336392565
1275;0.2779043634533439
1278;0.22369609323796324
1282;0.27000920615778184
1291;0.1931958745176782
1298;0.2802235482615523
1348;0.22219263471115358
1377;0.2909819847804703
1396;0.18915014612148146
1408;0.22657929143224842
1445;0.41987652505980416
1473;NaN
1500;0.26981963466210945
1517;0.25210427965596804
1552;0.33783794400421846
1573;0.30952998853552505
1580;0.2629771932668316
1587;0.37564222473669057
1617;0.20433155191785182
1620;0.3939671049266215
1625;0.27481020000854556
1644;0.4692104155803865
1676;0.32826947112375454
1732;0.28988222345084913
1777;0.23785886453065622
1793;0.0
1804;0.5773502691896257
1805;0.3437162048792603
1920;0.3259581688880467
1927;0.1537348861895698
1954;0.26556166208728116
1967;0.2482896121653011
2000;0.20811343609438104
2005;0.2544650268457037
2012;0.2732568109714717
2018;0.2860132957804159
2028;0.19578281017560611
2033;0.20158105227158785
2046;0.2596273046317478
2048;0.19034423605060202
2054;0.323306958969454
2058;0.32357437893550434
2078;0.22310441756508387
2090;0.34752301450255324
2093;0.23570226039551584
2094;0.2487605963370896
2096;0.19008213206721208
2099;0.1945112393890429
2105;0.203872973273105
2115;0.2337526538606876
2116;0.369178935914748
2137;0.2779933500806592
2139;0.21078760168254995
2141;0.39797433967111856
2143;0.24685522072664368
2161;0.2637160923887039
2174;0.2614449933988798
2193;0.3079371504283816
2253;0.3916313669378598
2268;0.19625626260803633
2273;0.27553432842259035
2291;0.17147400452297318
2329;0.1524775559406084
2338;0.5334994513491725
2353;0.2547502489959551
2366;0.27334819700731317
2387;0.3395670554161093
2389;0.45421897680825
2395;0.3264362062266531
2406;0.20136657117444703
2414;0.14999391270823365
2427;0.428864558565124
2450;0.5787431548549541
2459;0.39298931253829217
2470;0.28617885545360233
2478;0.3011563897114286
2492;0.4714045207910317
2502;0.19796511652180354
2528;0.2282020787649794
2529;0.22655108561259682
2542;0.21707203207103073
2571;0.23261897867389575
2580;0.20348160989749248
2596;0.22811373525436915
2616;0.3678840397009181
2617;0.3664740033935264
2628;0.3610084895086988
2640;0.22796409992363742
2641;0.2945024367174741
2644;0.16770509831248423
2648;0.2414576251612541
2654;0.33159267739759213
2657;0.33334322191540516
2692;0.16310956357531314
2700;0.2611771939832663
2716;0.22834793975342044
2761;0.19778247833402285
2797;0.23641759655471284
2826;0.3444370797261352
2858;0.23919188373624206
2872;0.27904119020499246
2899;0.6666666666666666
2916;0.21995254069660966
2944;0.1428847116807172
2947;0.17466066726131146
2948;0.19776529298921766
2949;0.17827964499649165
6;0.20709786598668328
70;0.2895431074761571
2959;0.20159076155610445
2985;0.28974491690904214
2987;0.2579276782310933
2991;0.20289660829689393
2993;0.20092591467397716
2997;0.22710612173039094
3033;0.2457163397284646
3034;0.2556429339739801
3052;0.2691148843114704
3053;0.20479646004917892
3062;0.09682458365518541
3147;0.17697603108379584
3168;0.24424687481931812
3176;0.33700019054116326
3243;0.3625581507819302
3247;0.3301441417442369
3253;0.29299440117026665
3273;0.43956611984757565
3386;0.24743582965269675
3439;0.3175158681556125
3440;0.5259218559742695
3441;0.34252160079117205
3448;0.215003465778705
3450;0.3358926861187182
3479;0.2467434962489923
3489;0.26499832479829444
3527;0.2874072642696861
3578;0.25249054729136244
3617;0.325933608690686
3639;0.21537031622547623
3671;0.23402285899936837
3702;0.2592879381360506
3703;0.21611638031622885
3729;0.25
3740;0.22551290137975713
3744;0.3968501057406754
3793;0.2328873826294998
3809;0.2782451060624278
4006;0.38179486053034817
5060;0.23600064738593002
318;0.16098782345725463
