user;valor
1;0.183229167671673
2;0.20404210919471016
3;0.8582634355485111
4;0.36961983533681725
5;0.27237115579963295
6;0.24348529728169976
7;0.41160542716073767
8;0.2720202134940423
9;0.390241457384692
10;0.3586014156045269
11;0.2469612299918254
12;0.16549307896230536
13;0.2701749282748623
14;0.30214533429648394
15;0.32869935027088004
16;0.14822059552613323
17;0.120795180353508
18;0.16938618758977791
19;0.35564266982385606
20;0.324385135143806
21;0.3077667385787934
22;0.6002719617998454
23;0.16843024379860205
24;0.14792332701441663
25;0.07825292326808002
26;0.19297793767440308
27;0.2996138655439941
28;0.2628252991034282
29;0.16555458713441645
30;0.11693266125266391
31;0.2568660377070858
32;0.22308981194381794
33;0.27482153716068203
34;0.39682772155800583
35;0.22025037289026977
36;0.376298438624137
37;0.21971768720102078
38;0.32706718945797575
39;0.26352313834736496
40;0.2761882678923638
41;0.3518579253784826
42;0.29811038970908815
43;0.14926838380366628
44;0.34511583558131503
45;0.25197050036759294
46;0.2138497306920754
47;0.31955348588207116
48;0.16393844165396548
49;0.06003962363185529
50;0.30453994208486174
51;0.3287793832235895
52;0.14103828633182383
53;0.0
54;0.1300480680363995
55;0.6321705638260672
56;0.18889630504315583
57;0.31644180085056794
58;0.26639143635432955
59;0.22134684952594316
60;0.1884756562550318
61;0.1740672876775099
62;0.1748994199592774
63;0.28621065357328235
64;0.19758134494197743
65;0.13295046397131866
66;0.1830785227234191
67;0.19946625438889035
68;0.27730835741195886
69;0.18282181254459054
70;0.14525629244727298
71;0.3101994111133147
72;0.1303546050991811
73;0.2728108405602635
74;0.15076694815597552
75;0.3940556459339953
76;0.4191301743383429
77;0.33071891388307384
78;0.3725439044964634
79;0.20409210519608473
80;0.10765133677773657
81;0.4249182927993987
82;0.2271379328915285
83;0.3865509786753876
84;0.2060420781475732
85;0.3670503293143242
86;0.1358135589444136
87;0.19559304952354267
88;0.2823801894575086
89;0.3434634814034767
90;0.20146044043365557
91;0.28609874918953476
92;0.16455828999518302
93;0.1385973316101369
94;0.3321808744874926
95;0.19665919675868768
96;0.31862278224568735
97;0.19593185984585867
98;0.28452966328743645
99;0.3127106437827182
100;0.17117742089604016
101;0.2971605903541249
102;0.23713449091291208
103;0.2017999743502614
104;0.21934744889153737
105;0.14886296444841435
106;0.17754002462307036
107;0.19261963864302065
108;0.2732141761526115
109;0.2139650918600477
110;0.25224971139231556
111;0.32064180536536074
112;0.40868743236790983
113;0.3364337973221208
114;0.2569152043079371
115;0.3125748835626941
116;0.31282183037943123
117;0.18559223656996054
118;0.22335313142016336
119;0.13524269796521535
120;0.281342210045772
121;0.2544372962377439
122;0.10836366624586895
123;0.09106487481678867
124;0.2095210440722992
125;0.2079020053382177
126;0.40545043353541266
127;0.43748671394153715
128;0.16019329686697595
129;0.15467155596636087
130;0.24921890850160894
131;0.20624153588924943
132;0.25373954027569945
133;0.22866478019001177
134;0.20693846769454147
135;0.2875250534168713
136;0.38580832337036564
137;0.17953590501723937
138;0.45410329364391394
139;0.4171920470421058
140;0.23075435232486585
141;0.2120116257725733
142;0.20074739035591696
143;0.399684644022482
144;0.1950426650764337
145;0.23152540055263815
146;0.31384143148329574
147;0.4268783317297259
148;0.1829311993948194
149;0.4703697689298611
150;0.1964654726117206
152;0.16313176096054643
153;0.6456551464363552
154;0.2752892879958454
155;0.1979231207230386
156;0.24899703003303927
151;0.24767011638989586
157;0.2964416478686916
158;0.21344766115495084
159;0.3609620071242133
160;0.5709767810368952
161;0.29522111529281725
162;0.19349999783585525
163;0.22473328748774735
164;0.2057022020947125
165;0.20645021644807166
166;0.158171850312204
167;0.32929124595569015
168;0.16367464116458122
169;0.14145029222390235
170;0.2147969123950337
171;0.12917227207461435
172;0.14284797973549446
173;0.26388845429034313
174;0.27160776374696793
175;0.47814898098988345
176;0.21206662689420558
177;0.2841490992772573
178;0.19800007219693727
179;0.18621774774515992
180;0.22021927109040407
181;0.31530122852043524
182;0.2851446057586035
183;0.22165811085304649
184;0.2881498590199688
185;0.2630375463932375
186;0.14110999117204792
187;0.2759726984290356
188;0.17394487287594904
189;0.08486004560225087
190;0.18489131519826668
191;0.3828266955872457
192;0.19414853437185944
193;0.2857913837177962
194;0.17136328531118866
195;0.29276419207697685
196;0.22287957780766746
197;0.2751143186460019
198;0.33831259044905915
199;0.30077142024110115
200;0.2201096303950854
201;0.2404090843587413
202;0.19273433116915537
203;0.25687684138270855
204;0.2685016359585979
205;0.16649385044330495
206;0.20807789130228543
207;0.5074315887211953
208;0.2933552936041206
209;0.21268163902159945
210;0.21110903294128042
211;0.20051279710563144
212;0.16923389120466636
213;0.14831907037460612
214;0.16327580381132806
215;0.22071417494367107
216;0.2758380997158853
217;0.3163673499949329
218;0.3103904059110601
219;0.34489612817367304
220;0.2636503957219719
221;0.18224616428620166
222;0.2608772778821273
223;0.3037324385962511
224;0.29269378336165797
225;0.26809161591371905
226;0.26229987123795795
227;0.12377727845320884
228;0.18556740475630124
229;0.18482045701463304
230;0.3881333519857453
231;0.24638008712281192
232;0.2339362868875088
233;0.22820296371894735
234;0.3055279064236778
235;0.2492555991712988
236;0.3407035161477219
237;0.2105343265840127
238;0.23263327192755875
239;0.18664891462202154
240;0.23347227630425876
241;0.15547221426148972
242;0.235316810815617
243;0.20134228187919426
244;0.3224504788834574
245;0.3324549831021845
246;0.17985695364166399
247;0.2302371292381889
248;0.16966016854676239
249;0.18198248033638453
250;0.23985932378297378
251;0.10821132555635829
252;0.14795513044836467
253;0.15138335291215702
254;0.20230676686601895
255;0.5842079827912433
256;0.17738122341841436
257;0.3141404312187718
258;0.3111981575666294
259;0.5593905599864876
260;0.23609421582170625
261;0.28682170082599445
262;0.3084293397371641
263;0.21088304435891986
264;0.2820541583678726
265;0.27659877616900136
266;0.4079922113353611
267;0.2720255070053339
268;0.38921124666807494
269;0.23820405676549683
270;0.3690771582175586
271;0.2323255183030207
272;0.19474241719126775
273;0.24532669073132943
274;0.23539243889579453
275;0.2623014834361845
276;0.1600781059358213
277;0.20770349236529648
278;0.25421578246851995
279;0.2266895315032152
280;0.19107129696931113
281;0.2807397635085114
282;0.17209644185766804
283;0.3253903128613295
284;0.24464304539293413
285;0.23462116573903222
286;0.2443904983379194
287;0.5694010471246221
288;0.2754583567145664
289;0.2002944634742397
290;0.1652189953415346
291;0.20977234880369738
292;0.2786704776502457
293;0.2825503685076376
294;0.4507370894544956
295;0.39743551875102595
296;0.31574088695053026
297;0.49493334502110603
298;0.4579500124396919
299;0.21223161717325162
300;0.15317905529326944
301;0.3667664337001734
302;0.22895273494481275
303;0.2657709950016931
304;0.2494278792880976
305;0.23390035762908498
306;0.21979383439399874
307;0.41142418178452156
308;0.6178235128674657
309;0.2088647092761103
310;0.3931675525755531
311;0.5396402080938437
312;0.23321006541601397
313;0.3647850355272411
314;0.29660067782225485
315;0.24446016912331806
316;0.2573699987164709
317;0.2661086034914697
318;0.14499596888193156
319;0.12289732388823343
320;0.2229727965384031
321;0.19145376845219184
322;0.2817369680871368
323;0.2520311861572058
324;0.3933853913348873
325;0.2602925974340716
326;0.22260712413451977
327;0.2288975232963176
328;0.38992753485612247
329;0.6086420573863871
330;0.2847101643669334
331;0.28774729832840723
332;0.19801889509249193
333;0.475123427328959
334;0.159920014857037
335;0.34745085737168024
336;0.15033807288691942
337;0.1901924825965265
338;0.5096897847645236
339;0.18736778822965436
340;0.1628321380129364
341;0.17146578998982162
342;0.2916128544016489
343;0.21344625700815076
344;0.3470501217147867
345;0.17942688531198506
346;0.18358060051463493
347;0.1648217011859122
348;0.09259525612111542
349;0.21568709351412746
350;0.18103027858909293
351;0.1834343752185082
352;0.23235597478207431
353;0.31056528850363624
354;0.15311842819078347
355;0.19708691144188126
356;0.1850146672768792
357;0.18034938885463161
358;0.44255893090967985
359;0.28128406098355596
360;0.4536453716338761
361;0.2762287668754713
362;0.13185857568348586
363;0.30718159650605154
364;0.194148650129501
365;0.3925288292969802
366;0.17396567662348078
367;0.28354182959369284
368;0.28925834900106995
369;0.20184228031422835
370;0.22953811673787888
371;0.11737454024647466
372;0.30740519861513077
373;0.4243247754283585
374;0.24614210834394015
375;0.2868200686104564
376;0.18199435896397204
377;0.23644881070969176
378;0.15254925957127455
379;0.29320244511327276
380;0.26162486878008767
381;0.24150886735729038
382;0.3207276857087368
383;0.257746418489035
384;0.3891348300856219
385;0.2581605176587011
386;0.3164812083656005
387;0.26371183985775687
388;0.3375678554206273
389;0.20506873216150673
390;0.26434982487764375
391;0.31957208238683044
392;0.39322054350368485
393;0.4223603279383527
394;0.3455100036609039
395;0.2706140662784715
396;0.464042207003441
397;0.2083964931906325
398;0.22425064243914905
399;0.3330110570237775
400;0.1313265337539576
401;0.16969384565732937
402;0.22061088753910377
403;0.20995756526978307
404;0.14530358286928574
405;0.11433002509912006
406;0.40703866324070626
407;0.20861819369484558
408;0.17068452313127166
409;0.28596140044816226
410;0.20537041995480507
411;0.2871786822329893
412;0.27748973540535343
413;0.28686873397334733
414;0.27515303729030754
415;0.16117988187035492
416;0.4666094536146192
417;0.1623773139271143
418;0.41477422552324855
419;0.27928519819572656
420;0.14339666159258807
421;0.2279436221085314
422;0.320493861899941
423;0.3668438769421686
424;0.23638277939895874
425;0.1517676636179698
426;0.32956204540186135
427;0.33463910626486437
428;0.38012836690730184
429;0.20764184073597733
430;0.27902875810975974
431;0.4433945498630568
432;0.23548897863859336
433;0.2610132820766574
434;0.2739008751739972
435;0.12731486722432073
436;0.236964790322045
437;0.2610541446106006
